Admin_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Observer,Visit,ID_Method,Distance_Metre,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,NPSTaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt,Habitat,Sheet,Previously_Obs,Start_DateTime,End_DateTime,Interval_Min,Time_of_Day,Observation_Duration_Min,Season,Month
Anti,Unknown_Site,Anti-0156,Grassland,2018,2018-05-22,Brian Swimelar,1,Visualization,51.42229491373228,True,Undetermined,Mourning Dove,Zenaida Macroura,177125.0,82737.0,Modo,False,False,22.6000003814697,61.0999984741211,Cloudy/Overcast,2.0,No Effect On Count,False,Grassland,Anti,False,2018-05-22 06:52:00,2018-05-22 07:02:00,3.75,Early Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0156,Grassland,2018,2018-05-22,Brian Swimelar,1,Singing,25.0,False,Undetermined,Carolina Wren,Thryothorus Ludovicianus,178581.0,88350.0,Carw,False,False,22.6000003814697,61.0999984741211,Cloudy/Overcast,2.0,No Effect On Count,True,Grassland,Anti,False,2018-05-22 06:52:00,2018-05-22 07:02:00,1.25,Early Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0156,Grassland,2018,2018-05-22,Brian Swimelar,1,Visualization,51.42229491373228,True,Undetermined,Mourning Dove,Zenaida Macroura,177125.0,82737.0,Modo,False,False,22.6000003814697,61.0999984741211,Cloudy/Overcast,2.0,No Effect On Count,True,Grassland,Anti,False,2018-05-22 06:52:00,2018-05-22 07:02:00,1.25,Early Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0156,Grassland,2018,2018-05-22,Brian Swimelar,1,Singing,75.0,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,Noca,False,False,22.6000003814697,61.0999984741211,Cloudy/Overcast,2.0,No Effect On Count,False,Grassland,Anti,False,2018-05-22 06:52:00,2018-05-22 07:02:00,3.75,Early Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0156,Grassland,2018,2018-05-22,Brian Swimelar,1,Singing,25.0,False,Male,Indigo Bunting,Passerina Cyanea,179150.0,94257.0,Inbu,False,True,22.6000003814697,61.0999984741211,Cloudy/Overcast,2.0,No Effect On Count,True,Grassland,Anti,False,2018-05-22 06:52:00,2018-05-22 07:02:00,1.25,Early Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0156,Grassland,2018,2018-05-22,Brian Swimelar,1,Singing,75.0,False,Male,Brown-Headed Cowbird,Molothrus Ater,179112.0,94215.0,Bhco,False,False,22.6000003814697,61.0999984741211,Cloudy/Overcast,2.0,No Effect On Count,True,Grassland,Anti,False,2018-05-22 06:52:00,2018-05-22 07:02:00,1.25,Early Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0156,Grassland,2018,2018-05-22,Brian Swimelar,1,Calling,75.0,False,Undetermined,Mourning Dove,Zenaida Macroura,177125.0,82737.0,Modo,False,False,22.6000003814697,61.0999984741211,Cloudy/Overcast,2.0,No Effect On Count,True,Grassland,Anti,False,2018-05-22 06:52:00,2018-05-22 07:02:00,1.25,Early Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0156,Grassland,2018,2018-05-22,Brian Swimelar,1,Singing,25.0,False,Male,Song Sparrow,Melospiza Melodia,179492.0,85643.0,Sosp,False,False,22.6000003814697,61.0999984741211,Cloudy/Overcast,2.0,No Effect On Count,True,Grassland,Anti,False,2018-05-22 06:52:00,2018-05-22 07:02:00,1.25,Early Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0188,Grassland,2018,2018-05-23,Brian Swimelar,1,Visualization,51.42229491373228,True,Undetermined,Barn Swallow,Hirundo Rustica,178448.0,87409.0,Bars,False,False,29.0,52.5999984741211,Partly Cloudy,10.0,Slight Effect On Count,False,Grassland,Anti,False,2018-05-23 10:21:00,2018-05-23 10:31:00,3.75,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0188,Grassland,2018,2018-05-23,Brian Swimelar,1,Visualization,25.0,False,Undetermined,European Starling,Sturnus Vulgaris,179637.0,86204.0,Eust,False,False,29.0,52.5999984741211,Partly Cloudy,10.0,Slight Effect On Count,False,Grassland,Anti,False,2018-05-23 10:21:00,2018-05-23 10:31:00,6.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0188,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,75.0,False,Undetermined,Northern Mockingbird,Mimus Polyglottos,178620.0,88394.0,Nomo,False,False,29.0,52.5999984741211,Partly Cloudy,10.0,Slight Effect On Count,False,Grassland,Anti,False,2018-05-23 10:21:00,2018-05-23 10:31:00,3.75,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0188,Grassland,2018,2018-05-23,Brian Swimelar,1,Visualization,25.0,False,Undetermined,Barn Swallow,Hirundo Rustica,178448.0,87409.0,Bars,False,False,29.0,52.5999984741211,Partly Cloudy,10.0,Slight Effect On Count,False,Grassland,Anti,False,2018-05-23 10:21:00,2018-05-23 10:31:00,3.75,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0188,Grassland,2018,2018-05-23,Brian Swimelar,1,Visualization,25.0,False,Undetermined,Chipping Sparrow,Spizella Passerina,179435.0,84781.0,Chsp,False,False,29.0,52.5999984741211,Partly Cloudy,10.0,Slight Effect On Count,False,Grassland,Anti,False,2018-05-23 10:21:00,2018-05-23 10:31:00,3.75,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0188,Grassland,2018,2018-05-23,Brian Swimelar,1,Visualization,51.42229491373228,True,Undetermined,Barn Swallow,Hirundo Rustica,178448.0,87409.0,Bars,False,False,29.0,52.5999984741211,Partly Cloudy,10.0,Slight Effect On Count,True,Grassland,Anti,False,2018-05-23 10:21:00,2018-05-23 10:31:00,1.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0188,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,75.0,False,Male,Chipping Sparrow,Spizella Passerina,179435.0,84781.0,Chsp,False,False,29.0,52.5999984741211,Partly Cloudy,10.0,Slight Effect On Count,False,Grassland,Anti,False,2018-05-23 10:21:00,2018-05-23 10:31:00,6.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0188,Grassland,2018,2018-05-23,Brian Swimelar,1,Visualization,51.42229491373228,True,Undetermined,Barn Swallow,Hirundo Rustica,178448.0,87409.0,Bars,False,False,29.0,52.5999984741211,Partly Cloudy,10.0,Slight Effect On Count,False,Grassland,Anti,False,2018-05-23 10:21:00,2018-05-23 10:31:00,8.75,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0188,Grassland,2018,2018-05-23,Brian Swimelar,1,Visualization,25.0,False,Male,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,Noca,False,False,29.0,52.5999984741211,Partly Cloudy,10.0,Slight Effect On Count,False,Grassland,Anti,False,2018-05-23 10:21:00,2018-05-23 10:31:00,8.75,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0188,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,75.0,False,Male,Chipping Sparrow,Spizella Passerina,179435.0,84781.0,Chsp,False,False,29.0,52.5999984741211,Partly Cloudy,10.0,Slight Effect On Count,False,Grassland,Anti,False,2018-05-23 10:21:00,2018-05-23 10:31:00,8.75,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0188,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,25.0,False,Male,Field Sparrow,Spizella Pusilla,179443.0,84790.0,Fisp,False,True,29.0,52.5999984741211,Partly Cloudy,10.0,Slight Effect On Count,True,Grassland,Anti,False,2018-05-23 10:21:00,2018-05-23 10:31:00,1.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0188,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,25.0,False,Male,Indigo Bunting,Passerina Cyanea,179150.0,94257.0,Inbu,False,True,29.0,52.5999984741211,Partly Cloudy,10.0,Slight Effect On Count,True,Grassland,Anti,False,2018-05-23 10:21:00,2018-05-23 10:31:00,1.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0189,Grassland,2018,2018-05-23,Brian Swimelar,1,Visualization,51.42229491373228,True,Undetermined,European Starling,Sturnus Vulgaris,179637.0,86204.0,Eust,False,False,28.2000007629395,52.4000015258789,Partly Cloudy,10.0,No Effect On Count,True,Grassland,Anti,False,2018-05-23 10:38:00,2018-05-23 10:48:00,1.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0189,Grassland,2018,2018-05-23,Brian Swimelar,1,Visualization,25.0,False,Undetermined,Chipping Sparrow,Spizella Passerina,179435.0,84781.0,Chsp,False,False,28.2000007629395,52.4000015258789,Partly Cloudy,10.0,No Effect On Count,False,Grassland,Anti,False,2018-05-23 10:38:00,2018-05-23 10:48:00,6.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0189,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,75.0,False,Male,Indigo Bunting,Passerina Cyanea,179150.0,94257.0,Inbu,False,True,28.2000007629395,52.4000015258789,Partly Cloudy,10.0,No Effect On Count,False,Grassland,Anti,False,2018-05-23 10:38:00,2018-05-23 10:48:00,6.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0189,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,25.0,False,Male,Brown-Headed Cowbird,Molothrus Ater,179112.0,94215.0,Bhco,False,False,28.2000007629395,52.4000015258789,Partly Cloudy,10.0,No Effect On Count,False,Grassland,Anti,False,2018-05-23 10:38:00,2018-05-23 10:48:00,6.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0189,Grassland,2018,2018-05-23,Brian Swimelar,1,Visualization,51.42229491373228,True,Undetermined,Common Grackle,Quiscalus Quiscula,179104.0,94206.0,Cogr,False,False,28.2000007629395,52.4000015258789,Partly Cloudy,10.0,No Effect On Count,False,Grassland,Anti,False,2018-05-23 10:38:00,2018-05-23 10:48:00,6.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0189,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,25.0,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,Noca,False,False,28.2000007629395,52.4000015258789,Partly Cloudy,10.0,No Effect On Count,True,Grassland,Anti,False,2018-05-23 10:38:00,2018-05-23 10:48:00,1.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0181,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,75.0,False,Male,Indigo Bunting,Passerina Cyanea,179150.0,94257.0,Inbu,False,True,25.1000003814697,61.0,Partly Cloudy,5.5,No Effect On Count,True,Grassland,Anti,False,2018-05-23 09:50:00,2018-05-23 10:00:00,1.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0181,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,75.0,False,Undetermined,Mourning Dove,Zenaida Macroura,177125.0,82737.0,Modo,False,False,25.1000003814697,61.0,Partly Cloudy,5.5,No Effect On Count,True,Grassland,Anti,False,2018-05-23 09:50:00,2018-05-23 10:00:00,1.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0181,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,75.0,False,Male,Field Sparrow,Spizella Pusilla,179443.0,84790.0,Fisp,False,True,25.1000003814697,61.0,Partly Cloudy,5.5,No Effect On Count,True,Grassland,Anti,False,2018-05-23 09:50:00,2018-05-23 10:00:00,1.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0181,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,75.0,False,Undetermined,Carolina Wren,Thryothorus Ludovicianus,178581.0,88350.0,Carw,False,False,25.1000003814697,61.0,Partly Cloudy,5.5,No Effect On Count,False,Grassland,Anti,False,2018-05-23 09:50:00,2018-05-23 10:00:00,3.75,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0181,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,75.0,False,Undetermined,Yellow-Billed Cuckoo,Coccyzus Americanus,177831.0,89102.0,Ybcu,False,False,25.1000003814697,61.0,Partly Cloudy,5.5,No Effect On Count,False,Grassland,Anti,False,2018-05-23 09:50:00,2018-05-23 10:00:00,3.75,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0181,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,75.0,False,Male,Chipping Sparrow,Spizella Passerina,179435.0,84781.0,Chsp,False,False,25.1000003814697,61.0,Partly Cloudy,5.5,No Effect On Count,True,Grassland,Anti,False,2018-05-23 09:50:00,2018-05-23 10:00:00,1.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0181,Grassland,2018,2018-05-23,Brian Swimelar,1,Visualization,75.0,False,Undetermined,Field Sparrow,Spizella Pusilla,179443.0,84790.0,Fisp,False,True,25.1000003814697,61.0,Partly Cloudy,5.5,No Effect On Count,False,Grassland,Anti,False,2018-05-23 09:50:00,2018-05-23 10:00:00,6.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0181,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,75.0,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,Noca,False,False,25.1000003814697,61.0,Partly Cloudy,5.5,No Effect On Count,False,Grassland,Anti,False,2018-05-23 09:50:00,2018-05-23 10:00:00,6.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0180,Grassland,2018,2018-05-23,Brian Swimelar,1,Visualization,75.0,False,Undetermined,Common Grackle,Quiscalus Quiscula,179104.0,94206.0,Cogr,False,False,28.3999996185303,54.0999984741211,Clear Or Few Clouds,10.0,No Effect On Count,False,Grassland,Anti,False,2018-05-23 10:06:00,2018-05-23 10:16:00,6.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0180,Grassland,2018,2018-05-23,Brian Swimelar,1,Visualization,51.42229491373228,True,Undetermined,Common Grackle,Quiscalus Quiscula,179104.0,94206.0,Cogr,False,False,28.3999996185303,54.0999984741211,Clear Or Few Clouds,10.0,No Effect On Count,False,Grassland,Anti,False,2018-05-23 10:06:00,2018-05-23 10:16:00,6.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0180,Grassland,2018,2018-05-23,Brian Swimelar,1,Visualization,51.42229491373228,True,Undetermined,Common Grackle,Quiscalus Quiscula,179104.0,94206.0,Cogr,False,False,28.3999996185303,54.0999984741211,Clear Or Few Clouds,10.0,No Effect On Count,False,Grassland,Anti,False,2018-05-23 10:06:00,2018-05-23 10:16:00,8.75,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0180,Grassland,2018,2018-05-23,Brian Swimelar,1,Visualization,51.42229491373228,True,Undetermined,Turkey Vulture,Cathartes Aura,175265.0,79468.0,Tuvu,False,False,28.3999996185303,54.0999984741211,Clear Or Few Clouds,10.0,No Effect On Count,False,Grassland,Anti,False,2018-05-23 10:06:00,2018-05-23 10:16:00,3.75,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0180,Grassland,2018,2018-05-23,Brian Swimelar,1,Calling,75.0,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,Noca,False,False,28.3999996185303,54.0999984741211,Clear Or Few Clouds,10.0,No Effect On Count,True,Grassland,Anti,False,2018-05-23 10:06:00,2018-05-23 10:16:00,1.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0180,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,75.0,False,Male,Chipping Sparrow,Spizella Passerina,179435.0,84781.0,Chsp,False,False,28.3999996185303,54.0999984741211,Clear Or Few Clouds,10.0,No Effect On Count,False,Grassland,Anti,False,2018-05-23 10:06:00,2018-05-23 10:16:00,6.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0171,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,25.0,False,Male,American Redstart,Setophaga Ruticilla,178979.0,92746.0,Amre,False,False,24.2999992370605,69.0999984741211,Clear Or Few Clouds,2.0,No Effect On Count,False,Grassland,Anti,False,2018-05-23 08:50:00,2018-05-23 09:00:00,6.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0171,Grassland,2018,2018-05-23,Brian Swimelar,1,Visualization,51.42229491373228,True,Undetermined,Turkey Vulture,Cathartes Aura,175265.0,79468.0,Tuvu,False,False,24.2999992370605,69.0999984741211,Clear Or Few Clouds,2.0,No Effect On Count,False,Grassland,Anti,False,2018-05-23 08:50:00,2018-05-23 09:00:00,3.75,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0171,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,25.0,False,Undetermined,Carolina Wren,Thryothorus Ludovicianus,178581.0,88350.0,Carw,False,False,24.2999992370605,69.0999984741211,Clear Or Few Clouds,2.0,No Effect On Count,True,Grassland,Anti,False,2018-05-23 08:50:00,2018-05-23 09:00:00,1.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0171,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,25.0,False,Undetermined,Mourning Dove,Zenaida Macroura,177125.0,82737.0,Modo,False,False,24.2999992370605,69.0999984741211,Clear Or Few Clouds,2.0,No Effect On Count,True,Grassland,Anti,False,2018-05-23 08:50:00,2018-05-23 09:00:00,1.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0171,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,25.0,False,Undetermined,Carolina Wren,Thryothorus Ludovicianus,178581.0,88350.0,Carw,False,False,24.2999992370605,69.0999984741211,Clear Or Few Clouds,2.0,No Effect On Count,False,Grassland,Anti,False,2018-05-23 08:50:00,2018-05-23 09:00:00,8.75,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0174,Grassland,2018,2018-05-23,Brian Swimelar,1,Visualization,25.0,False,Undetermined,Northern Mockingbird,Mimus Polyglottos,178620.0,88394.0,Nomo,False,False,25.2999992370605,64.5,Partly Cloudy,10.0,No Effect On Count,False,Grassland,Anti,False,2018-05-23 09:29:00,2018-05-23 09:39:00,6.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0174,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,75.0,False,Male,Eastern Wood-Pewee,Contopus Virens,178359.0,85846.0,Eawp,False,True,25.2999992370605,64.5,Partly Cloudy,10.0,No Effect On Count,False,Grassland,Anti,False,2018-05-23 09:29:00,2018-05-23 09:39:00,8.75,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0174,Grassland,2018,2018-05-23,Brian Swimelar,1,Visualization,25.0,False,Undetermined,Grasshopper Sparrow,Ammodramus Savannarum,179333.0,83867.0,Grsp,False,False,25.2999992370605,64.5,Partly Cloudy,10.0,No Effect On Count,False,Grassland,Anti,False,2018-05-23 09:29:00,2018-05-23 09:39:00,6.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0174,Grassland,2018,2018-05-23,Brian Swimelar,1,Calling,75.0,False,Undetermined,American Crow,Corvus Brachyrhynchos,179731.0,87106.0,Amcr,False,False,25.2999992370605,64.5,Partly Cloudy,10.0,No Effect On Count,False,Grassland,Anti,False,2018-05-23 09:29:00,2018-05-23 09:39:00,3.75,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0174,Grassland,2018,2018-05-23,Brian Swimelar,1,Calling,25.0,False,Undetermined,Brown-Headed Cowbird,Molothrus Ater,179112.0,94215.0,Bhco,False,False,25.2999992370605,64.5,Partly Cloudy,10.0,No Effect On Count,False,Grassland,Anti,False,2018-05-23 09:29:00,2018-05-23 09:39:00,3.75,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0174,Grassland,2018,2018-05-23,Brian Swimelar,1,Visualization,51.42229491373228,True,Male,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,Noca,False,False,25.2999992370605,64.5,Partly Cloudy,10.0,No Effect On Count,False,Grassland,Anti,False,2018-05-23 09:29:00,2018-05-23 09:39:00,3.75,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0174,Grassland,2018,2018-05-23,Brian Swimelar,1,Visualization,51.42229491373228,True,Undetermined,Turkey Vulture,Cathartes Aura,175265.0,79468.0,Tuvu,False,False,25.2999992370605,64.5,Partly Cloudy,10.0,No Effect On Count,False,Grassland,Anti,False,2018-05-23 09:29:00,2018-05-23 09:39:00,8.75,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0174,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,25.0,False,Undetermined,American Goldfinch,Carduelis Tristis,179236.0,95286.0,Amgo,False,False,25.2999992370605,64.5,Partly Cloudy,10.0,No Effect On Count,True,Grassland,Anti,False,2018-05-23 09:29:00,2018-05-23 09:39:00,1.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0174,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,75.0,False,Undetermined,Northern Mockingbird,Mimus Polyglottos,178620.0,88394.0,Nomo,False,False,25.2999992370605,64.5,Partly Cloudy,10.0,No Effect On Count,True,Grassland,Anti,False,2018-05-23 09:29:00,2018-05-23 09:39:00,1.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0174,Grassland,2018,2018-05-23,Brian Swimelar,1,Visualization,25.0,False,Undetermined,Eastern Phoebe,Sayornis Phoebe,178329.0,85813.0,Eaph,False,False,25.2999992370605,64.5,Partly Cloudy,10.0,No Effect On Count,False,Grassland,Anti,False,2018-05-23 09:29:00,2018-05-23 09:39:00,6.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0174,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,25.0,False,Male,Grasshopper Sparrow,Ammodramus Savannarum,179333.0,83867.0,Grsp,False,False,25.2999992370605,64.5,Partly Cloudy,10.0,No Effect On Count,True,Grassland,Anti,False,2018-05-23 09:29:00,2018-05-23 09:39:00,1.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0174,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,75.0,False,Male,Chipping Sparrow,Spizella Passerina,179435.0,84781.0,Chsp,False,False,25.2999992370605,64.5,Partly Cloudy,10.0,No Effect On Count,False,Grassland,Anti,False,2018-05-23 09:29:00,2018-05-23 09:39:00,8.75,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0174,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,75.0,False,Male,Field Sparrow,Spizella Pusilla,179443.0,84790.0,Fisp,False,True,25.2999992370605,64.5,Partly Cloudy,10.0,No Effect On Count,True,Grassland,Anti,False,2018-05-23 09:29:00,2018-05-23 09:39:00,1.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0174,Grassland,2018,2018-05-23,Brian Swimelar,1,Visualization,25.0,False,Undetermined,Tree Swallow,Tachycineta Bicolor,178431.0,87391.0,Tres,False,False,25.2999992370605,64.5,Partly Cloudy,10.0,No Effect On Count,True,Grassland,Anti,False,2018-05-23 09:29:00,2018-05-23 09:39:00,1.25,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0174,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,75.0,False,Male,Brown-Headed Cowbird,Molothrus Ater,179112.0,94215.0,Bhco,False,False,25.2999992370605,64.5,Partly Cloudy,10.0,No Effect On Count,False,Grassland,Anti,False,2018-05-23 09:29:00,2018-05-23 09:39:00,8.75,Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0163,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,75.0,False,Male,Brown-Headed Cowbird,Molothrus Ater,179112.0,94215.0,Bhco,False,False,26.3999996185303,72.4000015258789,Clear Or Few Clouds,0.5,No Effect On Count,False,Grassland,Anti,False,2018-05-23 07:50:00,2018-05-23 08:00:00,3.75,Early Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0163,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,75.0,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,Noca,False,False,26.3999996185303,72.4000015258789,Clear Or Few Clouds,0.5,No Effect On Count,True,Grassland,Anti,False,2018-05-23 07:50:00,2018-05-23 08:00:00,1.25,Early Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0163,Grassland,2018,2018-05-23,Brian Swimelar,1,Calling,75.0,False,Undetermined,Red-Bellied Woodpecker,Melanerpes Carolinus,178195.0,84865.0,Rbwo,False,False,26.3999996185303,72.4000015258789,Clear Or Few Clouds,0.5,No Effect On Count,True,Grassland,Anti,False,2018-05-23 07:50:00,2018-05-23 08:00:00,1.25,Early Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0163,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,75.0,False,Undetermined,Eastern Tufted Titmouse,Baeolophus Bicolor,554138.0,266957.0,Etti,False,False,26.3999996185303,72.4000015258789,Clear Or Few Clouds,0.5,No Effect On Count,True,Grassland,Anti,False,2018-05-23 07:50:00,2018-05-23 08:00:00,1.25,Early Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0163,Grassland,2018,2018-05-23,Brian Swimelar,1,Calling,75.0,False,Undetermined,American Crow,Corvus Brachyrhynchos,179731.0,87106.0,Amcr,False,False,26.3999996185303,72.4000015258789,Clear Or Few Clouds,0.5,No Effect On Count,True,Grassland,Anti,False,2018-05-23 07:50:00,2018-05-23 08:00:00,1.25,Early Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0163,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,25.0,False,Undetermined,Carolina Wren,Thryothorus Ludovicianus,178581.0,88350.0,Carw,False,False,26.3999996185303,72.4000015258789,Clear Or Few Clouds,0.5,No Effect On Count,False,Grassland,Anti,False,2018-05-23 07:50:00,2018-05-23 08:00:00,3.75,Early Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0163,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,75.0,False,Male,Indigo Bunting,Passerina Cyanea,179150.0,94257.0,Inbu,False,True,26.3999996185303,72.4000015258789,Clear Or Few Clouds,0.5,No Effect On Count,True,Grassland,Anti,False,2018-05-23 07:50:00,2018-05-23 08:00:00,1.25,Early Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0163,Grassland,2018,2018-05-23,Brian Swimelar,1,Calling,25.0,False,Undetermined,Red-Bellied Woodpecker,Melanerpes Carolinus,178195.0,84865.0,Rbwo,False,False,26.3999996185303,72.4000015258789,Clear Or Few Clouds,0.5,No Effect On Count,True,Grassland,Anti,False,2018-05-23 07:50:00,2018-05-23 08:00:00,1.25,Early Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0163,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,75.0,False,Male,Red-Eyed Vireo,Vireo Olivaceus,179021.0,93587.0,Revi,False,False,26.3999996185303,72.4000015258789,Clear Or Few Clouds,0.5,No Effect On Count,True,Grassland,Anti,False,2018-05-23 07:50:00,2018-05-23 08:00:00,1.25,Early Morning,10.0,Summer,May
Anti,Unknown_Site,Anti-0163,Grassland,2018,2018-05-23,Brian Swimelar,1,Singing,75.0,False,Undetermined,Great Crested Flycatcher,Myiarchus Crinitus,178309.0,85791.0,Gcfl,False,False,26.3999996185303,72.4000015258789,Clear Or Few Clouds,0.5,No Effect On Count,True,Grassland,Anti,False,2018-05-23 07:50:00,2018-05-23 08:00:00,1.25,Early Morning,10.0,Summer,May
